Product Code,Cat 1,Cat 2,Sub Cat,Length cm (approx),Height cm (approx),Width cm (Approx),Depth cm (Approx),Size (all sizes are approximate),Fabric,Colour,Web product Name,Product Description,User Tags,image name 1 (same as sku),image name 2 (same as sku),Availability,Cost Price (ex VAT,Mark up %, Selling Price (ex VAT) ,Delivery & Returns,Excel Sell Code,Excel Type 3 Sell Price,
CARPET0019,Home Accessories,,Carpets,,,,,Up to 4metres wide,Polypropylene/Hessian backed,Blue,Country Heather Supreme,Quality budget range blue carpet. Total height 9mm. Made from 100% polypropylene for general domestic use. Is stain resistant and cleanable with diluted bleach. Comes with one year warranty.,"carpet,blue,C1,CU",Country_Heather_Supr_897_PSH,,Stock, £3.90 ,75, £6.83 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0076DBSDID,£8.40,
CARPET0042,Home Accessories,,Carpets,,,,,Up to 4metres wide,Polypropylene/Gel backed,Blue,Marathon,Contract carpet. Gel backed 100% polypropylene cut pile. Stain resistant and hard wearing with no underlay required. 4m wide and approx. 5mm thick. Complies with BS 4790:1987 / BS 5287:1988 to Low Radius Classification. Fitting should be in accordance with BS 5325:2001 code of practice. Comes with one year warranty.,"carpet,blue,C1,CU",Marathon_882_PSH.jpg,,Stock, £6.82 ,75, £11.94 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0075SDID,£12.40,
VINYLB0001,Home Accessories,,Vinyl Flooring,,,,,Up to 3 metres wide,Vinyl,Black Slate,Atlantic Vinyl - Black Slate,"Black slate effect vinyl.  3mt wide and 2mm thick. Cushioned, R10 slip resistant for general domestic use. Complies with EN 14041:2004. Comes with one year warranty.","vinyl,slate,C1,CU",Kent 909E,Kent 909E_RSH,Stock, £2.99 ,75, £5.23 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0073BLSDID,£7.00,
VINYLW0001,Home Accessories,,Vinyl Flooring,,,,,Up to 3 metres wide,Vinyl,Wood Effect,Atlantic Vinyl - Wood Effect,"Wood effect vinyl.  3mt wide and 2mm thick. Cushioned, R10 slip resistant for general domestic use. Complies with EN 14041:2004. Comes with one year warranty.","vinyl,wood,C1,CU",Chalet Oak 006M,,Stock, £2.99 ,75, £5.23 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0073WDSDID,£7.00,
COOKER0002,Kitchen,,Oven & Hobs,,90,50,60,,Metal,White,Electric Twin Cavity cooker,"Statesman conventional oven and separate grill. Has a double glazed oven door and grill door, electric grill, 4 Solid hotplates (2 x 1KW, 2 x 1.5Kw), grill element power 1.5 Kw,  1 Oven shelf and 1 Deep tray. Oven capacity 54 litres. Comes with two year's warranty. ","oven,cooker,,C1,CU",TE50WH_B,,Stock, £129.65 ,75, £226.89 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0094SDID,£201.56,
COOKER0003,Kitchen,,Oven & Hobs,,85,50,60,,Metal,White,Gas Single Cavity Cooker,"Statesman gas single cavity cooker. Has 4 Gas burners (2 x semi-rapid, 1 x rapid, 1 x simmer), flame failure device, Gas thermostatic oven, Full ignition, Easy clean enamel, 1 Oven shelf and a full width oven tray and Grill pan & Handle. Energy rating A. Comes with two year's warranty. ","gas,oven,cooker,,C1,CU",STUDIO2,,Stock, £138.03 ,75, £241.55 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0132SDID,£245.60,
FREEZE0002,Kitchen,,Fridges & Fridge Freezers,,51,44,49,,Metal,White,Counter top Freezer,"Ingenix counter top freezer with A+ energy rating, 4* Freezer rating, Reversible door, Wire shelf, Mechanical temperature control, Energy consumption 153kWh/year, Noise level 41db and Total net capacity 34 litre. Comes with two year's warranty.  ","fridge,freezer,C1,CU",ig3751_A,,Stock, £69.50 ,75, £121.63 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FREEZE0002,£128.32,
WASHIN0004,Kitchen,,Washing Machines & Dryers,,85,59.5,59.5,,Metal,White,Washing Machine 9kg,"Hisense washing machine 9KG with 1200rpm Spin speed, 15 Wash programs, Energy rating A++. Comes with two year's warranty. ","washer,dryer,washing machine,C1,CU",WFNA9012 Front 1,WFNA9012 Display,Stock, £155.00 ,75, £271.25 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0128SDID,£203.75,
FIREBL0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,1mt square,Glass Fibre,Red,Fire Blanket,Strong 100% glass fibre blanket. 1mt x 1mt cloth with wall mountable case featuring quick release tabs. Tested and certified BS/EN 1869. Recommended for use on pan fires and also suitable for clothing fires.,"fire,blanket,C1,CU",Alan,,Stock, £5.50 ,75, £9.63 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0095SDID,£7.85,
COTTTT0001,Nursery,,Cots & Toddler Beds,125,88,65,,,Wood,Natural Pine or White,Natural Pine Wooden Cot,Wooden Cot in natural pine. Featuring two position adjustable base and teething rail. Colour will be natural pine or white. Conforms to BS:EN716 2008 and BS7177:2008+A1:2011 Low hazard category. Comes with one year warranty.,"cot,C1,CU",Ivy cot,,Special, £40.00 ,75, £70.00 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0058SDID,£40.60,
COTMAT0003,Nursery,Bedroom,Mattresses,120,10,60,,,Hypoallergenic Foam,White,Cot Mattress,"Cot mattress with 4"" high density hypo allergenic foam. Featuring safety mattress, with machine washable mesh cover. Complies to BS1877-10:2011+A1:2012 and BS7177:2008+A1:2011. Low hazard fire category. Comes with one year warranty.","cot,mattress,C1,CU",Alan,,Special, £11.00 ,75, £19.25 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0037SDID,£15.40,
COTTTT0002,Nursery,,Cots & Toddler Beds,,78,104,74,,Steel/Mesh,Black/Grey,Travel Cot,"Travel cot with steel frame and mesh panels. Suitable from birth. Featuring foldable panels and separate padded breathable mattress. Is wipe clean and includes a carry bag. , Conforms to BS:EN 716 2008+A1:2013 and BS7177:2008+A1:2011 Low fire hazard category. Comes with one year warranty.","travel,cot,C1,CU",Alan,,Special, £24.99 ,75, £43.73 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0054SDID,£32.70,
COTBLA0001,Nursery,,Bedding,,,,,Standard,Poly/Cotton,Neutral,Cot Cellular Blanket,Cot blanket in 50% polyester / 50% cotton cellular blanket fabric.  ,"cot,blanket,C1,CU",cellular blanket,,Special, £4.85 ,75, £8.49 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0017SDID,£6.50,
COTSHE0001,Nursery,,Bedding,,,,,Standard,Polyester,Neutral,Flame Retardant Fitted Cot Sheet,Fire retardant cot fitted sheet in 100% flame retardant polyester. Conforms to BS7175:1989 ignition source 2.,"cot,sheet,C1,CU",Alan,,Special, £3.55 ,75, £6.21 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0020SDID,£4.77,
MATPRO0003,Bedroom,,Bedding,,,,,Double,Polycotton,White,Waterproof Terry Cotton Mattress Protector - Double,Double mattress protector which is fully waterproof with a Terry Cotton top and sides and a PVC backing to protect the mattress from water damage. Machine washable.,"protector,mattress,double,C1,CU",terry waterproof matt prot (2),,Stock, £6.25 ,75, £10.94 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0061SDID,£7.35,
BEDBAS0010,Bedroom,,Bed Bases,190,23,135,,,Wood/Fabric,Cream,Pine King Standard Orthopaedic Bed Base - Double,Double bed base to pair with our PineKing Orthopedic Double Mattress. In comfort fabric covering polyester/polypropylene mix. Softwood frame construction from sustainable sources and castors for ease of movement. The base splits for ease of delivery and installation and is joined in situ with linking bars. The PineKing Orthopedic is for domestic use and conforms to BS7177 low hazard safety regulations. Made in the UK. Comes with one year warranty.,"bed,base,double,C1,CU",requested,,Special, £70.00 ,75, £122.50 ,"All orders are subject to acceptance and product availability. This item will be delivered in 6-10 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",BEDBAS0016,£115.49,
FITTED0019,Bedroom,Home Accessories,Bed Linen,,,,,Single,100% Polyester,White,Flame Retardant Fitted Sheet - Single,Flame Retardant Fitted Single Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,fitted,single,C1,CU",Alan,,Stock, £4.40 ,75, £7.70 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FITTED0019,£6.47,
FLATSH0019,Bedroom,Home Accessories,Bed Linen,,,,,Single,100% Polyester,White,Flame Retardant Flat Sheet - Single,Flame Retardant Flat Single Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,flat,single,C1,CU",Alan,,Stock, £5.50 ,75, £9.63 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FLATSH0019,£12.49,
FITTED0028,Bedroom,Home Accessories,Bed Linen,,,,,Double,100% Polyester,White,Flame Retardant Fitted Sheet - Double,Flame Retardant Fitted Double Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,fitted,double,C1,CU",Alan,,Stock, £5.99 ,75, £10.48 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FITTED0028,£9.09,
FLATSH0028,Bedroom,Home Accessories,Bed Linen,,,,,Double,100% Polyester,White,Flame Retardant Flat Sheet - Double,Flame Retardant Flat Double Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,flat,double,C1,CU",Alan,,Stock, £7.65 ,75, £13.39 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FLATSH0028,£16.84,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,King,100% Polyester,White,Flame Retardant Fitted Sheet - King,Flame Retardant Fitted King Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,fitted,king,C1,CU",Alan,,Special, £10.45 ,75, £18.29 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£15.68,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,King,100% Polyester,White,Flame Retardant Flat Sheet - King,Flame Retardant Flat King Sheet manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"sheet,flat,king,C1,CU",Alan,,Special, £13.75 ,75, £24.06 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£20.63,
DUVETC0019,Bedroom,Home Accessories,Bed Linen,,,,,Single,100% Polyester,White,Flame Retardant Duvet Cover - Single,Flame Retardant Single Duvet Cover - SingleManufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"duvet,cover,single,C1,CU",Alan,,Stock, £7.30 ,75, £12.78 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DUVETC0019,£11.14,
DUVETC0028,Bedroom,Home Accessories,Bed Linen,,,,,Double,100% Polyester,White,Flame Retardant Duvet Cover - Double,Flame Retardant Double Duvet Cover - SingleManufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"duvet,cover,double,C1,CU",Alan,,Stock, £12.95 ,75, £22.66 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DUVETC0028,£19.12,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,King,100% Polyester,White,Flame Retardant Duvet Cover - King,Flame Retardant King Duvet Cover - SingleManufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"duvet,cover,king,C1,CU",Alan,,Special, £20.75 ,75, £36.31 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£31.13,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,Single,100% Polyester,White,Flame Retardant Base Valance - Single,Flame Retardant Single Base Valance. Manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"valance,single,C1,CU",Alan,,Special, £12.65 ,75, £22.14 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£18.98,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,Double,100% Polyester,White,Flame Retardant Base Valance - Double,Flame Retardant Double Base Valance. Manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"valance,double,C1,CU",Alan,,Special, £15.10 ,75, £26.43 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£22.65,
no buy code,Bedroom,Home Accessories,Bed Linen,,,,,King,100% Polyester,White,Flame Retardant Base Valance - King,Flame Retardant King Base Valance. Manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"valance,king,C1,CU",Alan,,Special, £16.35 ,75, £28.61 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",no sales code,£24.53,
PILLOW0014,Bedroom,Home Accessories,Bed Linen,,,,,Standard,100% Polyester,White,Flame Retardant Standard Pillowcase,Flame Retardant Standard Pillowcase. Manufactured to ensure the fabric retains a soft handle. Flame retardant to BS7175 Source 7. Machine washable.,"pillowcase,C1,CU",Alan,,Stock, £1.42 ,75, £2.49 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",PILLOW0014,£1.86,
VACUUM0002,Home Accessories,,Home Electricals,,,,,Standard,Plastic/Metal mix,Red/Black,Eco Commercial Vacuum Cleaner 230V,"The Numatic NRV200 is the commercial version of the much loved Henry hoover. The NRV200 is a professional, tough and versatile vacuum cleaner. Compact with large 9 litre capacity bin, 12.5mt cable and rewind storage system, TriTex filtration system improves filtration, cleanliness and capacity, easy to change HepaFlo bags and full accessory kit with stainless steel tube set. Energy efficient, A rated. Comes with two year's warranty. ","vacuum,hoover,C1,CU",NU9010,,Special, £86.86 ,75, £152.01 ,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",VACUUM0002,£132.50,
TRACKP0001,Home Accessories,,Curtains & Poles,,,,,150cm wide (SW),Metal,White,Curtain Track Metal - Small - 150W (SW),Metal curtain track. Small size to fit window size up to 1.5mts wide.,"curtain,track,pole,C1,CU",Alan,,Stock, £7.46 ,75, £13.06 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",TRACKP0001,£11.19,
